"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gnai3",680.472313543205,1.36237458071527e-05,0.00144243776627821,0.350653302305522,0.99997655276237
"Cdc45",32.2381722265567,9.69757947802992e-06,0.00144260230373479,0.273309063646415,0.99997655276237
"H19",1.07977594073233,-3.71393018684595e-07,0.00144269204921532,0.807478095825209,NA
"Scml2",5.78421030006188,8.66692245181119e-06,0.00144267983348138,0.0582651876965318,NA
"Apoh",7.72428940251514,-1.17838338481043e-06,0.0014426686175891,0.788235126821837,0.99997655276237
"Narf",848.52636212557,5.33513523426577e-06,0.00144230372923,0.753451690216522,0.99997655276237
"Cav2",825.00785834439,-1.51778204831536e-05,0.00144260379664438,0.118100605203342,0.99997655276237
"Klf6",577.211045675004,-5.99814285778866e-06,0.00144256434503075,0.543555170642487,0.99997655276237
"Scmh1",474.027056075835,-2.8026398776909e-05,0.00144230229237869,0.151826783690313,0.99997655276237
"Cox5a",4605.50493537495,2.36051478776641e-05,0.00144252432125601,0.0887406637860881,0.973777359234765
"Tbx2",8.2688300102359,-5.90989710620444e-06,0.00144267177669531,0.198357578097184,0.99997655276237
"Tbx4",2.36525175922421,5.486255886517e-06,0.00144268905939303,0.0584031889550045,NA
"Ngfr",72.4307968086436,4.09292556462579e-06,0.0014426605175393,0.43928521010342,0.99997655276237
"Wnt3",59.1809396655292,-7.4749612575749e-06,0.00144263622044709,0.287153582514023,0.99997655276237
"Wnt9a",137.829112444731,-5.24953243781989e-06,0.00144263786476234,0.43002549994805,0.99997655276237
"Fer",272.574485380828,-2.37569849607272e-05,0.00144230476644697,0.205021236465611,0.99997655276237
"Xpo6",612.579209529804,-0.190480761718488,0.241581949530971,0.00416668724891337,0.307136933835527
"Tfe3",698.598790633845,-1.81917397256012e-05,0.00144226920006939,0.330170668274942,0.99997655276237
"Axin2",45.9465138867704,-4.5788449923835e-06,0.00144257291032696,0.629694874395617,0.99997655276237
"Brat1",391.003412271851,-2.21201529514413e-05,0.00144243661877819,0.160183083799251,0.99997655276237
"Gna12",413.732517473047,-1.11379999074519e-05,0.0014425270023075,0.343233982171758,0.99997655276237
"Slc22a18",20.4380649876327,-3.3615153250222e-07,0.0014426706169289,0.933197697104894,0.99997655276237
"Itgb2l",0.486378970810965,-5.94034087373117e-07,0.00144269438925469,0.558281166407459,NA
"Igsf5",9.18440307062538,1.45944016760526e-06,0.00144267410632478,0.709961082973769,0.99997655276237
"Pih1d2",27.6382633456749,1.47456376154782e-06,0.00144264312030414,0.810838328880239,0.99997655276237
"Dlat",1990.38689101298,-1.05797283231748e-05,0.00144230776568583,0.536800268128999,0.99997655276237
"Sdhd",2052.57013756683,1.95110020599627e-05,0.00144255159333565,0.110609385762052,0.99997655276237
"Fgf23",1.2750509784397,-2.77226600597641e-06,0.00144268784248006,0.263761093453244,NA
"Ccnd2",1495.29844888108,1.88230039231321e-05,0.00144249426663982,0.170144596100984,0.99997655276237
"Gpr107",691.177108394916,-1.26395786153735e-06,0.00144207850499196,0.952058497171038,0.99997655276237
"Nalcn",788.405062195623,-1.61919936507248e-05,0.00144258149197187,0.131417369326118,0.99997655276237
"Btbd17",467.259741707157,1.07769211874202e-05,0.00144257519527225,0.283210721047381,0.99997655276237
"Slfn4",0.729282868305819,-5.58259418570246e-07,0.00144269320727894,0.65325765940985,NA
"Th",163.634018937262,1.8878060930361e-06,0.00144268603915103,0.527803312656241,0.99997655276237
"Ins2",3.13900279441144,-2.44335954704632e-06,0.00144269371627576,0.0627743756072461,NA
"Scnn1g",4.45275549655856,-1.31617645329138e-06,0.00144268422608937,0.641056184015339,NA
"Drp2",513.690686215151,-1.32923542449054e-05,0.00144247626819911,0.324554919245594,0.99997655276237
"Tspan32",8.21344668121897,-7.11216206342969e-06,0.0014426850118816,0.054537867920439,0.881057546273017
"Lhx2",226.570311820193,-8.11936830276791e-06,0.00144258001205419,0.394779210942946,0.99997655276237
"Clec2g",0.192908853367721,1.05673774787346e-07,0.00144269463929362,0.978080921612608,NA
"Gmpr",1220.90656440985,4.4285534600555e-06,0.00144235347505318,0.779027462183831,0.99997655276237
"Glra1",5.35596993483604,-3.39553631112462e-06,0.00144269027388595,0.130116878353386,NA
"Mid2",186.999732684405,-8.09521599032316e-06,0.00144257345533672,0.407415763676419,0.99997655276237
"Trim25",129.314450610128,1.04796475427861e-05,0.00144261923919422,0.204586784634965,0.99997655276237
"Dgke",880.374769010412,-3.15458576095724e-06,0.00144238098965456,0.834069109076163,0.99997655276237
"Scpep1",427.286773829613,-4.67432498750994e-06,0.00144246618012096,0.718074036055532,0.99997655276237
"Mnt",231.194385921597,-2.08989552853762e-05,0.00144261119989188,0.0512939324322319,0.877602474524772
"Itgb2",270.08242160658,9.51508063354899e-07,0.00144266968971309,0.825871598641651,0.99997655276237
"Hddc2",263.238495679183,-5.1633663175723e-06,0.00144254492041852,0.625173861783654,0.99997655276237
"Tpd52l1",577.79776908036,-1.53182633304945e-06,0.0014424963403551,0.900523149470419,0.99997655276237
"Pemt",49.3175537706326,-5.00412851799368e-06,0.00144258704979317,0.57845951954902,0.99997655276237
"Cdh1",13.7356741269123,1.16937961392246e-06,0.00144268169327549,0.71298191130199,0.99997655276237
"Cdh4",197.972669701739,6.97897505330119e-06,0.00144263940866158,0.305617023747917,0.99997655276237
"Ckmt1",3592.72537927735,-5.73343868700657e-06,0.00144236834047019,0.710156968855404,0.99997655276237
"Bcl6b",27.1342208602115,-3.03479630719589e-06,0.00144261167114493,0.697276319448161,0.99997655276237
"Clec10a",7.44185295644409,-2.4659596345862e-06,0.00144265638421115,0.642227085660183,0.99997655276237
"Alox12",14.376691590301,3.1782397007721e-06,0.0014426520477873,0.579454315434053,0.99997655276237
"ENSMUSG00000000325",522.582790077231,-5.84328487683968e-06,0.00144238830550859,0.69730815864789,0.99997655276237
"Comt",2331.69814855006,-9.15831195193523e-06,0.0014422955023134,0.597595157604523,0.99997655276237
"Rtca",1001.07693863657,1.15397833757755e-05,0.00144227280233035,0.520212641465511,0.99997655276237
"Dbt",264.698725755107,-1.35797768659796e-07,0.00144239936854742,0.991927644294342,0.99997655276237
"Dazap2",3438.00954310168,1.18552143941604e-06,0.00144205374785325,0.954793553401787,0.99997655276237
"Mcts1",922.739077961393,8.66927277135568e-06,0.00144242471050873,0.550151533463706,0.99997655276237
"Rem1",10.7084370509791,-1.7210111173385e-05,0.001442700187626,0.00292820797190268,0.258733112927407
