"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gnai3",680.472313543205,0.000576106530850174,0.0152663051936511,0.813822924503226,0.988123220953548
"Cdc45",32.2381722265567,0.00221951507718602,0.0156056699270532,0.16072267752452,0.713524650624728
"H19",1.07977594073233,0.000268175254421768,0.0154520398127544,0.305547616014592,NA
"Scml2",5.78421030006188,-0.000106054855873905,0.0154337293460278,0.859283164999659,0.991283066076788
"Apoh",7.72428940251514,0.000227997972872777,0.0154351738686785,0.760912892704966,0.984594379237326
"Narf",848.52636212557,-0.00332170307348284,0.0156829287877646,0.254902207238386,0.819221642396953
"Cav2",825.00785834439,-0.0010125072746106,0.0154075760818244,0.542829405622369,0.950173856174175
"Klf6",577.211045675004,-0.000619293955285118,0.0153732826591868,0.71458824262901,0.982756428936579
"Scmh1",474.027056075835,-0.00107480309103453,0.0151236452229644,0.452475038207016,0.923784201668971
"Cox5a",4605.50493537495,-0.00174532922176532,0.0154092159353477,0.458266204850308,0.928096517030793
"Tbx2",8.2688300102359,0.00112697499770232,0.0154976070060324,0.145164719608693,0.694125835127748
"Tbx4",2.36525175922421,0.000108332540013676,0.0154432027999012,0.831399086653967,0.990163255977671
"Ngfr",72.4307968086436,0.000445503928754698,0.0154363881102167,0.377512988823052,0.889450913812951
"Wnt3",59.1809396655292,0.00164102357343944,0.0155328681705449,0.182051434384338,0.745665125070411
"Wnt9a",137.829112444731,-0.00425867255399482,0.016296968402811,0.00181607108949952,0.111818091367756
"Fer",272.574485380828,0.00351273716919879,0.0156672855315345,0.280041312533907,0.833099487444342
"Xpo6",612.579209529804,0.0022006430042187,0.0156063622247292,0.152037531075292,0.702354450853405
"Tfe3",698.598790633845,-0.00276917776539146,0.0154621919621758,0.431463499491389,0.918445569202229
"Axin2",45.9465138867704,-0.000256900565107567,0.0153621942965034,0.763248070609347,0.984594379237326
"Brat1",391.003412271851,-0.0018600037873086,0.0153528900705421,0.475369983931239,0.933209709218589
"Gna12",413.732517473047,0.00260166091272608,0.0156409491172055,0.195479537735396,0.763448300786882
"Slc22a18",20.4380649876327,0.00123233861866631,0.0155101410448858,0.059004262959089,0.514343404445555
"Itgb2l",0.486378970810965,7.52773150478811e-05,0.0154506377705853,0.59516563333012,NA
"Igsf5",9.18440307062538,0.0011419569624051,0.0154977209556773,0.101218834846403,0.614689525345936
"Pih1d2",27.6382633456749,0.00105885608347449,0.0154713171386244,0.211610173605226,0.782418230499493
"Dlat",1990.38689101298,-0.000310556210641757,0.0151734357925702,0.912923159728614,0.994765766674228
"Sdhd",2052.57013756683,-0.000629451496197407,0.0153233792124735,0.762791726343612,0.984594379237326
"Fgf23",1.2750509784397,0.000286170628455701,0.015452750569199,0.272089673135198,NA
"Ccnd2",1495.29844888108,-0.00250761029048697,0.0155603511187164,0.290978527598718,0.841972385854336
"Gpr107",691.177108394916,0.000228148805903158,0.0150154051430233,0.916216408333931,0.994889375598339
