"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gnai3",680.472313543205,0.0739334639717408,0.0804766865237776,0.20330618365536,0.510372933015555
"Cdc45",32.2381722265567,-0.0150886422123185,0.0881309241837506,0.76440835244395,0.911727586876512
"H19",1.07977594073233,0.00484775335171111,0.111131126709563,0.724917155376305,NA
"Scml2",5.78421030006188,-0.0143937984574648,0.107202337815879,0.66946000326662,0.869051513923334
"Apoh",7.72428940251514,0.0088222141837795,0.104299373105687,0.824210478788117,0.935469117161819
"Narf",848.52636212557,-0.102538641486518,0.0745027361870175,0.0933457503566316,0.338397752540323
"Cav2",825.00785834439,0.175927263424819,0.145610692642851,0.034154035126837,0.191582943393776
"Klf6",577.211045675004,-0.212366172251139,0.149850320451928,0.0174033009934057,0.125925176055568
"Scmh1",474.027056075835,-0.0117372052318919,0.0580794671782153,0.81660025592821,0.933328907549523
"Cox5a",4605.50493537495,-0.0682678255489736,0.0819987818420495,0.251208269920802,0.565882111020493
"Tbx2",8.2688300102359,0.0304169246302096,0.111690409031566,0.371741303815923,0.677349292224369
"Tbx4",2.36525175922421,0.011054783954994,0.109608830010832,0.66179479866619,NA
"Ngfr",72.4307968086436,-0.00764113950981104,0.103334221731455,0.820364885448273,0.934725108787725
"Wnt3",59.1809396655292,-0.0284528469189879,0.0995166217826386,0.549357369188789,0.800252053617056
"Wnt9a",137.829112444731,-0.028989411641754,0.101629680641483,0.541311872863403,0.794804613321383
"Fer",272.574485380828,-0.0380737796032223,0.0616545499760948,0.462924067699751,0.746155999342508
"Xpo6",612.579209529804,-0.0363550642130908,0.0953901071989547,0.507252336917562,0.773779625022639
"Tfe3",698.598790633845,0.0124074474776489,0.060537426355685,0.76657091926494,0.912190070157734
"Axin2",45.9465138867704,-0.249661769907761,0.162099287541493,0.0101701899623986,0.0899843231055786
"Brat1",391.003412271851,0.026683581254576,0.067854364230648,0.601310510421358,0.833192858522769
"Gna12",413.732517473047,0.234087711143395,0.124832062948885,0.00726588581568747,0.0723490437363073
"Slc22a18",20.4380649876327,0.575226241754316,0.456339024359408,0.00465656715462238,0.053510967372626
"Itgb2l",0.486378970810965,-0.004779323065154,0.111801552545223,0.578947227823393,NA
"Igsf5",9.18440307062538,-0.0927081429558908,0.160403554384724,0.0403600009593141,0.210914235448058
"Pih1d2",27.6382633456749,0.028705299491254,0.103211319812652,0.522606727476664,0.782732959164866
"Dlat",1990.38689101298,-0.118255512624321,0.0762146504445167,0.0550063085273533,0.251873787183837
"Sdhd",2052.57013756683,-0.0144274024179561,0.0791803376277617,0.983041680489724,0.994062868760874
"Fgf23",1.2750509784397,-0.0488130335880141,0.125054193636883,0.0526844359631171,NA
"Ccnd2",1495.29844888108,-0.0170720811214515,0.0746279925438866,0.669497494733703,0.869051513923334
"Gpr107",691.177108394916,-0.118048880952217,0.0614453247646209,0.0225582895522481,0.148093509992269
"Nalcn",788.405062195623,-0.680096061392838,0.131428985172346,1.32178174123093e-08,5.08393541882076e-06
"Btbd17",467.259741707157,-0.048341549456905,0.0929304446853707,0.414228277133721,0.709588846760552
