"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gnai3",680.472313543205,-0.00592572553484581,0.0473112400054672,0.823403491768936,0.976182228562678
"Cdc45",32.2381722265567,0.00359393365283534,0.0512303313429947,0.808891129546213,0.974223305515243
"H19",1.07977594073233,-0.000888930871005957,0.0538908355203726,0.789573786483972,NA
"Scml2",5.78421030006188,0.00335513807141424,0.0535861601528875,0.663659574822849,0.946110564403236
"Apoh",7.72428940251514,0.0030732149656565,0.0532785917283943,0.759516227408122,0.966754421656232
"Narf",848.52636212557,-0.0304054598095218,0.0520507106084063,0.289586345862149,0.804827005612909
"Cav2",825.00785834439,0.0171335361266964,0.053770373182832,0.37260332359515,0.850157879893113
"Klf6",577.211045675004,0.0232389088212643,0.0565259463104877,0.249221922844753,0.773905737342541
"Scmh1",474.027056075835,-0.141526835360475,0.0799293488180506,0.00815823880805642,0.165535236708782
"Cox5a",4605.50493537495,-0.0239723871826235,0.0528339698910359,0.324435322239267,0.825394969334632
"Tbx2",8.2688300102359,-0.00743779771533824,0.0543134764043098,0.27495803671278,0.794475256420376
"Tbx4",2.36525175922421,-0.00444679844988064,0.0540441745868805,0.355758534921578,0.841630282008343
"Ngfr",72.4307968086436,0.00447118283758053,0.0532046701487427,0.67784293915684,0.949065701049267
"Wnt3",59.1809396655292,0.0237773709592758,0.0594773150308996,0.112998929485243,0.612683566544651
"Wnt9a",137.829112444731,-0.0126670614038748,0.0542625273076488,0.339917770799462,0.833398565949385
"Fer",272.574485380828,-0.0493701514864624,0.0607567171671565,0.142593668578446,0.666198100217562
"Xpo6",612.579209529804,-0.0149194558247879,0.0537845415075282,0.794745944545762,0.970798411191466
"Tfe3",698.598790633845,-0.00289648746382444,0.0436552077425101,0.912802203848518,0.992346993362515
"Axin2",45.9465138867704,-0.00713983328914097,0.0524572827452823,0.632093975400524,0.93800677399433
"Brat1",391.003412271851,0.00994722524675112,0.0466439358342721,0.687178830538816,0.952064511026705
"Gna12",413.732517473047,0.223246176376932,0.154736904297841,0.00469322342223808,0.113653524528619
"Slc22a18",20.4380649876327,0.0241123291070302,0.061624633600623,0.0050554230752427,0.119402740109406
"Itgb2l",0.486378970810965,2.09441314152706e-05,0.0539803248735324,0.994390260126791,NA
"Igsf5",9.18440307062538,-0.00701072897670621,0.0540074959536675,0.385652297141234,0.854969263182198
"Pih1d2",27.6382633456749,0.0185810287676365,0.0569816895285434,0.169184830795056,0.701732069067814
"Dlat",1990.38689101298,-0.0486138192097553,0.062242777420317,0.118925923402996,0.624565268584336
"Sdhd",2052.57013756683,0.0204615582105771,0.052878699912416,0.475707294797719,0.889492398345724
"Fgf23",1.2750509784397,-0.00446656561282551,0.0540037866557645,0.401357286591451,0.862733786665063
"Ccnd2",1495.29844888108,-0.0230980981185991,0.052570524766372,0.572165055406976,0.923763497300904
"Gpr107",691.177108394916,0.00101801626035383,0.041694966796989,0.974822081098189,0.999801909315755
"Nalcn",788.405062195623,-0.0121116606301494,0.0513042429056445,0.570195653105907,0.923763497300904
"Btbd17",467.259741707157,-0.0487429171093115,0.0800334758071931,0.0591407529160567,0.474164204116877
"Slfn4",0.729282868305819,0.00203407051754014,0.0539877383957475,0.478859031857309,NA
"Th",163.634018937262,-0.0108123663005993,0.0553751681080157,0.040206061214496,0.402411276528707
"Ins2",3.13900279441144,0.0033931907285607,0.054073197838992,0.279376019117227,0.797394326930406
"Scnn1g",4.45275549655856,0.00216066342769594,0.0538151157571411,0.697603145454943,0.953585217751512
"Drp2",513.690686215151,-0.00959843321071822,0.0485790600219854,0.56631193887413,0.923626412335111
"Tspan32",8.21344668121897,1.42252172027117,0.403054955555826,1.76749026551301e-05,0.00123243706647181
"Lhx2",226.570311820193,-0.019526138023002,0.0553295721769772,0.385162204673167,0.85485157342615
"Clec2g",0.192908853367721,-0.000595661787467768,0.054000279839458,0.917445533104457,NA
"Gmpr",1220.90656440985,-0.00118292918806156,0.0458859706697766,0.961053561166548,0.998804016866079
"Glra1",5.35596993483604,-5.12492293627574e-05,0.0538638158829675,0.970572185794278,0.999801909315755
"Mid2",186.999732684405,0.0142753251967034,0.0527469764880531,0.470048724871492,0.886828695058336
"Trim25",129.314450610128,0.840415748453098,0.17690526536799,8.83085043938904e-08,1.84279411569053e-05
"Dgke",880.374769010412,-0.0258497119540104,0.0524720472923525,0.346637700307124,0.8380250103405
"Scpep1",427.286773829613,0.328325207451363,0.116977965877317,0.000216265511359678,0.00988935363079368
"Mnt",231.194385921597,0.0106704504277036,0.0514426174691238,0.571102274597721,0.923763497300904
"Itgb2",270.08242160658,1.56406905565352,0.336639979466469,1.23733434808298e-07,2.36565527342968e-05
"Hddc2",263.238495679183,0.0147538413306825,0.0522291003488713,0.474713011182201,0.888836530912963
"Tpd52l1",577.79776908036,0.0173203590069208,0.0519097949947398,0.432300951895958,0.873550667036999
"Pemt",49.3175537706326,0.0106387109790637,0.0521149193451563,0.53889829740321,0.916610663379737
"Cdh1",13.7356741269123,0.00980575648213354,0.0549885695856575,0.133030362147394,0.651332261776771
"Cdh4",197.972669701739,-0.00011990759947,0.0522191125967586,0.974809222250401,0.999801909315755
"Ckmt1",3592.72537927735,-0.0221553176062893,0.0503140757025692,0.383282682491506,0.854522845619404
"Bcl6b",27.1342208602115,-0.0134936789092711,0.0541254964398587,0.283051885651136,0.799781878415835
"Clec10a",7.44185295644409,-0.00254465409941565,0.0530438714775641,0.590901918894418,0.92859041878109
"Alox12",14.376691590301,-0.0104184767969965,0.0544287570564989,0.315661542987229,0.820302300415751
"ENSMUSG00000000325",522.582790077231,-0.0123868321820478,0.0478778778721295,0.675868924296589,0.948235537189186
"Comt",2331.69814855006,0.00616973003005199,0.0448561706164086,0.778091597089199,0.970189490495132
"Rtca",1001.07693863657,-0.0267139609207221,0.0494751473319084,0.285436632907171,0.801825667462348
"Dbt",264.698725755107,-0.0593478978327763,0.0807546083232507,0.0450675884795445,0.424663393854186
"Dazap2",3438.00954310168,0.0195832579514902,0.0435145192952039,0.491102879072735,0.89726672383246
"Mcts1",922.739077961393,0.00287337427189238,0.0471741280518035,0.868492398459467,0.98367091521576
"Rem1",10.7084370509791,-0.00592531298757823,0.0534182265559171,0.568837492689184,0.923763497300904
"Rnf17",15.7856803097297,0.00631265894464746,0.0531883096875179,0.593766548221216,0.929186228130353
"Trappc10",285.729860692093,-0.00712947799138637,0.0490669136516281,0.514674710927226,0.908027333900457
"Ccm2",909.637361265139,-0.0175209221832006,0.0510261316142818,0.442408808683544,0.877418142167541
"Tbrg4",236.471704574334,-0.0442277476244661,0.053275497608168,0.156145898318479,0.683732379267847
"Tmprss2",1.45494744014859,-0.00109042039555091,0.0538818704164822,0.763603730321145,0.967647946144354
"Mx1",8.63235222716376,0.960489118849279,0.960732350473761,0.00388717659111154,0.0992057565450767
"Fap",29.4867320726967,-0.00121655144372228,0.0536082530783371,0.859000679099416,0.981972126152675
"Gcg",0.499601249305958,0.000204757186468232,0.0539604256439758,0.957392493604954,NA
"Ndufa9",2017.32023908919,0.0014303169269671,0.045132296320095,0.955233685429737,0.99876699548897
"Egfl6",50.3233427388072,-0.0174449614003132,0.0561142099098808,0.200516638256915,0.734913264747357
"Lck",31.1001392398166,0.0220299551735815,0.0581437638096263,0.148852158571773,0.673585630035663
"Tssk3",2.12594365799722,-0.00520277453481459,0.0541244133251203,0.308351094586368,0.818550424608205
"Cttnbp2",1515.22435309955,-0.0182787602739105,0.0549704722758742,0.299528892335029,0.813030671943422
"Galnt1",384.496399370505,-0.0338527327327033,0.0614738517704662,0.154538944726168,0.681655671467177
"Myf5",0.230710581327635,0.000594232148962109,0.0539978469966144,0.887392226067273,NA
"Mkrn2",610.801864981981,-0.00657254901991832,0.0371256248354048,0.788482522853422,0.970798411191466
"Pparg",24.9453722978041,-0.0277876554632481,0.0621597839137693,0.0728945588552983,0.515523130525698
"Raf1",1103.80005321938,-0.0317477787051424,0.0461578713262507,0.330123385057006,0.827940340811294
"Septin1",33.0985651215461,-0.00590661753666518,0.0522560880734906,0.623113345405584,0.93608702702002
"Pdgfb",177.507213237688,0.000601028992182007,0.0489460994992272,0.905061658063139,0.990547643728992
"Acvrl1",272.460629227235,-0.00328140170452854,0.0476096489889401,0.941480604837633,0.996831032864608
"Tamalin",711.993173623509,-0.0243644176623359,0.0611792441220925,0.0312103331487002,0.3580873091422
"Acvr1b",490.125244314184,-0.0125024267659993,0.049793463531139,0.220677391953309,0.75163402907485
"Tom1l2",5036.31469164245,-0.0188323824708638,0.0530441639199659,0.373322522211321,0.850289372600649
"Gpa33",0.136258060610284,0.00039205898194575,0.0539973023156388,0.918400419759795,NA
"Zfp385a",305.484936758826,0.00946722369759356,0.0520742313282696,0.563400122868422,0.923086956622404
"Itga5",62.9339491453891,0.0330940354919943,0.0671712844015898,0.0352068680979739,0.37827304631267
"Gabra2",994.401871700776,-0.025923477240184,0.0556686825195515,0.259197177848235,0.781428264916259
"Wdr77",961.803948955773,0.00301308811641403,0.0349414000656111,0.880841693852121,0.985211047030497
"Adora3",26.7261622643094,0.522595453725743,0.353782287888221,0.00276759270221682,0.0765257343627787
"Atp5pb",6104.70174554885,0.00271284505056373,0.0473400320840516,0.90724858564176,0.991033794629511
"Sox9",1527.99363704367,0.0942538584538623,0.127833816762683,0.0246073888644105,0.314549089472562
"Hnrnpd",563.217580317439,-0.0371610211723408,0.0596366229671472,0.160058277292419,0.690259021300111
"Dynlt1c",29.4619589719479,0.015140925281547,0.0558226161144011,0.166116186272422,0.698038280081857
"C1d",1094.25311787503,0.0083826523834671,0.0492445725318621,0.674874230599598,0.94808657063143
"Gm2a",2000.09092874257,0.23077737706396,0.0874480744685386,0.000486884641752691,0.0191185657546649
"Krit1",635.616576516403,-0.00718585635129396,0.0475438894293227,0.815288229242028,0.97563630550826
"Clcn4",3783.91912882355,-0.0556201463756695,0.0612196762371351,0.095004133392093,0.569922009837662
"Sema4f",693.917952287362,-0.048510642495494,0.074208841046316,0.0763031994296726,0.5266891867262
"Hk2",107.692744443477,1.00580305227653,0.240925171774039,1.20076520060489e-06,0.000143949030373056
"Myo18a",1709.25969042609,0.00272811665281577,0.0493343922402977,0.892921866672857,0.987156770365177
"Sez6",4227.15774014708,-0.0586618843481834,0.0845082585530969,0.0550527307006399,0.46361994628603
"Haao",13.61154424549,1.6156800344433,0.448496084025191,1.14435167331971e-05,0.000854526310130791
"Cd52",175.882790247828,2.17156987313744,0.474152996663638,7.31969225288622e-08,1.64113704839375e-05
"Abhd15",35.184924207582,0.0155049841532528,0.054748719666413,0.323679136434407,0.825311093106724
"Hoxb6",0.277063396801367,0.000300147337315429,0.0539976426290784,0.93700950502843,NA
"Loxl3",87.4470800763484,0.271360917366715,0.198383512637069,0.00833828841764653,0.167505942505946
"Btn1a1",1.39766615769462,0.00792899963800622,0.0546732191335131,0.0905597610432465,0.559920373687516
"Kat2b",99.9821076836609,0.0218856474649754,0.0554143158011161,0.285367637309934,0.80178707216798
"Rab5b",3138.29157458401,-0.00582275738363738,0.0449624844828012,0.816065509871303,0.97563630550826
"Cryba1",0.576426125468556,0.00022816734048095,0.0539126929127695,0.99847800830394,NA
"Dnmt3l",4.02018668211228,0.0036533864379224,0.0538542836356102,0.537128875158295,0.915871581436791
"Aire",3.40030340186629,-0.00142550317925048,0.0537198279557025,0.804422865115692,0.973217453541926
"Icosl",95.7195955548338,0.810718184487701,0.224616327834056,1.12928246091364e-05,0.00085187844959669
"Spg7",537.069941828673,-0.0260138576189083,0.0568202095391011,0.232406963196839,0.759552259030283
"Sult5a1",14.6852512090448,0.00668403251071617,0.0542533583254497,0.212814184111913,0.747646025842622
"Rpl13",6187.23829924562,0.0213813641049471,0.0555927655259471,0.272603728188071,0.792093088686211
"Chmp1a",2712.48963262178,-0.0132448031140738,0.0423815157127513,0.681538607197879,0.950116135141031
"Rpa1",932.925270952642,0.0177002744629362,0.045581779195541,0.532859044042076,0.915032972222344
"Serpinf1",191.321619713681,0.00228849701400401,0.0526198702358127,0.862673677278835,0.982615853174416
"Tubgcp3",579.870452680557,0.00660494185908008,0.0458085861788198,0.776917056599975,0.970189490495132
"Oprm1",20.6202580464259,0.00878691761743555,0.0539969850302379,0.289961950555375,0.804937724721137
"Polr3d",274.159429360032,-0.0427806371675621,0.0563228270636576,0.154708003164076,0.68192368054119
"Tcf7",35.3330752040652,-0.0167155171495529,0.0557810169589788,0.226044917499491,0.755961661667184
"Ddx3x",2019.67484023646,-0.00629033933845155,0.0504169592456979,0.740651195803345,0.963436787833806
