"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gnai3",680.472313543205,0.0280709476209467,0.0495547298288504,0.322560096017731,0.721110050592805
"Cdc45",32.2381722265567,0.00313327340762469,0.0515119658051428,0.901521279550244,0.974868135197558
"H19",1.07977594073233,0.000607894493012477,0.0561015974724231,0.844327300309798,NA
"Scml2",5.78421030006188,0.0106967097002774,0.0567185311466195,0.352005173855072,0.74491587749723
"Apoh",7.72428940251514,0.00828600577913889,0.0558437830989222,0.492920595023347,0.829506974744194
"Narf",848.52636212557,5.79935682231578e-05,0.0417803482328753,0.96509846850459,0.992303588265963
"Cav2",825.00785834439,0.0124826685714439,0.0511866583706421,0.627092425574478,0.888256104454742
"Klf6",577.211045675004,-0.00280563679550937,0.0497611431668824,0.94772954685763,0.989271331013668
"Scmh1",474.027056075835,0.0087606025420908,0.0393857283746812,0.75799692577037,0.933207601511802
"Cox5a",4605.50493537495,-0.00178281978211114,0.0451226169860927,0.946721505935423,0.988918909658661
"Tbx2",8.2688300102359,-0.000801962359519038,0.0548049818724162,0.948328233996445,0.989271331013668
"Tbx4",2.36525175922421,0.0103602273651212,0.0571048012557957,0.199898007440121,NA
"Ngfr",72.4307968086436,0.021752881460147,0.0603556037623692,0.123408177025217,0.4972669550536
"Wnt3",59.1809396655292,0.0427199504479637,0.0746280465041003,0.06469383456097,0.373347174815817
"Wnt9a",137.829112444731,-0.0163586828153544,0.0563282514527982,0.388166907267765,0.767789427976532
"Fer",272.574485380828,0.0386366659323633,0.0458431498966105,0.215051139080105,0.616776808350211
"Xpo6",612.579209529804,-0.139251133239217,0.177180692894328,0.0152395084635943,0.194198138977568
"Tfe3",698.598790633845,-0.00481843916851028,0.0400669890615932,0.848462317589751,0.957546712540594
"Axin2",45.9465138867704,-0.0096337066581388,0.0519447205985748,0.639044802350093,0.891269504389578
"Brat1",391.003412271851,-0.0291432915538216,0.0480152700804985,0.316069863449517,0.716741800406004
"Gna12",413.732517473047,-0.0120781274319541,0.0488419726267044,0.642606077876194,0.892876499994251
"Slc22a18",20.4380649876327,0.0013707464659768,0.0550466676926078,0.926226932958503,0.982925180221774
"Itgb2l",0.486378970810965,-0.00159779509440747,0.0563127985322276,0.592626828675423,NA
"Igsf5",9.18440307062538,0.0202327593783617,0.0603226941616059,0.0985348650042882,0.454914613979652
"Pih1d2",27.6382633456749,-0.00200836365515705,0.0534174148284711,0.89009642654187,0.971574628650777
"Dlat",1990.38689101298,0.00112291475081572,0.0413800838624284,0.973769479081766,0.993982446438454
"Sdhd",2052.57013756683,0.00661688313505692,0.0473310951109952,0.840320198326988,0.955580529717763
"Fgf23",1.2750509784397,-0.000288764620869795,0.0560432787593305,0.980722030374161,NA
"Ccnd2",1495.29844888108,-0.0457720713076646,0.0584483032534106,0.150360451053873,0.535567272705624
"Gpr107",691.177108394916,0.0600343175495073,0.04728652114428,0.0810838939203919,0.418088828027021
"Nalcn",788.405062195623,0.0111466542501159,0.0497984465978376,0.653093464720733,0.897244422433519
"Btbd17",467.259741707157,-0.110478964358723,0.137553926036571,0.050899305783206,0.335119475099352
"Slfn4",0.729282868305819,0.000796690754087314,0.0562219003351345,0.832862678176668,NA
"Th",163.634018937262,0.00394259288955323,0.056034407171535,0.583358140790007,0.872178961806005
"Ins2",3.13900279441144,-0.00261662284503261,0.0562400970295531,0.525495720170902,NA
"Scnn1g",4.45275549655856,-0.024236622479123,0.0635628531876345,0.0115223991494296,0.170677223934759
"Drp2",513.690686215151,-0.020164723454707,0.048665324101522,0.600364624711794,0.878120282171697
"Tspan32",8.21344668121897,-0.0157919639510827,0.0582692038164898,0.202852876164507,0.603599830927304
"Lhx2",226.570311820193,-0.0185425133276381,0.0533233067092792,0.422838253225568,0.78814890520188
"Clec2g",0.192908853367721,-0.000714916235366114,0.0563198908618733,0.78424430630328,NA
"Gmpr",1220.90656440985,-0.0206598390272303,0.0452960681547826,0.403724910680502,0.7773948313103
"Glra1",5.35596993483604,-0.00143014250389002,0.0560471295230981,0.773627088720103,0.937304704876148
"Mid2",186.999732684405,0.0139674517703825,0.051867558606959,0.614722392385035,0.882994503823319
"Trim25",129.314450610128,0.0105001275870508,0.0526409888472879,0.617641257509784,0.884687443045998
"Dgke",880.374769010412,0.0368701991779032,0.0517059537181992,0.268191447635706,0.674745786116086
"Scpep1",427.286773829613,-0.0346333457226242,0.0549853999308623,0.240058485868568,0.646023226401372
"Mnt",231.194385921597,-0.0110218883392435,0.0498664397341695,0.667773502057933,0.901081083882042
"Itgb2",270.08242160658,-0.00399229913234852,0.0550807011350345,0.724084412679745,0.921186840804436
"Hddc2",263.238495679183,-0.0137390232537747,0.0506526402484603,0.694004251557895,0.910191774253468
"Tpd52l1",577.79776908036,-0.0099096339336569,0.0480879955038635,0.704628636939649,0.913505105870552
"Pemt",49.3175537706326,-0.00545890462644136,0.0515550481857289,0.815259743043782,0.948191360657045
"Cdh1",13.7356741269123,0.00642918390853307,0.0561498518376438,0.422824125319963,0.78814890520188
"Cdh4",197.972669701739,0.0414555399339192,0.074036594724569,0.060181897028364,0.360692197129882
"Ckmt1",3592.72537927735,-0.0185955946125658,0.0452942133839751,0.515169653894015,0.841292517750944
"Bcl6b",27.1342208602115,0.0299333475429479,0.0628578519113282,0.143244477503568,0.526407058300994
"Clec10a",7.44185295644409,-0.00679241938100963,0.0557875245091895,0.526119898290302,0.846213422781457
"Alox12",14.376691590301,0.0036580252949707,0.0545649365488612,0.792110311284572,0.941248569559354
"ENSMUSG00000000325",522.582790077231,0.00564296763450107,0.0441738021917849,0.844072511987015,0.956413871710962
"Comt",2331.69814855006,-0.0626421319184143,0.0560851072998341,0.0939075681734646,0.443588774232385
"Rtca",1001.07693863657,-0.0325202344765398,0.045646896641014,0.279922763597696,0.685713198975766
"Dbt",264.698725755107,0.06320457127002,0.0651230805978002,0.0778201685135189,0.40880462689991
"Dazap2",3438.00954310168,-0.0439928810155239,0.0426211998543634,0.15815844763519,0.54743826046657
"Mcts1",922.739077961393,0.00662425987000037,0.0449370166738288,0.814012181465575,0.947753446471472
"Rem1",10.7084370509791,0.00131516035792839,0.0543224740561188,0.926845248421053,0.982925180221774
"Rnf17",15.7856803097297,0.00256088936620235,0.0540944215583049,0.866201312800696,0.963998235213678
"Trappc10",285.729860692093,0.227429023155282,0.0913329290153135,0.000707481007356966,0.0413060065064567
"Ccm2",909.637361265139,-0.144081631613757,0.0938007158983578,0.0080416828951999,0.143763249105023
"Tbrg4",236.471704574334,-0.03982954975315,0.0453509928080979,0.18884533483766,0.585706029525804
"Tmprss2",1.45494744014859,0.000856466671853689,0.0560007971548211,0.886291623155327,NA
"Mx1",8.63235222716376,-0.000421874928615632,0.0558310014796399,0.931470326831954,0.984093731077982
"Fap",29.4867320726967,0.00694174777956621,0.0561899433512331,0.473673299186641,0.81909695179682
"Gcg",0.499601249305958,0.000458483685846323,0.0562885799265206,0.869964029422842,NA
"Ndufa9",2017.32023908919,-0.0641160834126906,0.058518534304283,0.0712898573281776,0.392076024227205
"Egfl6",50.3233427388072,0.00713356011379534,0.0536987986176933,0.69120236991795,0.908960455102295
"Lck",31.1001392398166,-0.014657641732827,0.0551266009442246,0.405700034227863,0.779203468584182
"Tssk3",2.12594365799722,0.00400552439696646,0.0559719860318073,0.591539587294121,NA
"Cttnbp2",1515.22435309955,-0.00182702903778075,0.0508081137103707,0.836636843345247,0.95441316664754
"Galnt1",384.496399370505,-0.00449366769269551,0.0476259129670005,0.833343379719917,0.953654179810263
"Myf5",0.230710581327635,0.00213688204486048,0.0563600395971212,0.594587122442573,NA
"Mkrn2",610.801864981981,-0.0384411640555068,0.0356409299524555,0.171101942888106,0.564544327489937
"Pparg",24.9453722978041,-0.000321297974822101,0.0536707955326117,0.970506323742793,0.992958374816811
"Raf1",1103.80005321938,-0.0665501130016433,0.0461875484417945,0.0338984450393678,0.280653663418637
"Septin1",33.0985651215461,-0.0563335502165586,0.0875044430617804,0.0517114381368405,0.337306475987126
"Pdgfb",177.507213237688,0.0125930281513582,0.0487925874128194,0.628637364279393,0.888918249288432
"Acvrl1",272.460629227235,-0.0180429276621894,0.0484497037382311,0.799264360190697,0.942725962902233
"Tamalin",711.993173623509,-0.0173694582270962,0.0579789948539202,0.248645745355538,0.654648677413812
"Acvr1b",490.125244314184,0.0864106876169313,0.0840840306465215,0.0403625265014117,0.303679199192818
"Tom1l2",5036.31469164245,0.0147265188192158,0.0497032705998951,0.568947087084096,0.866712506215537
"Gpa33",0.136258060610284,0.000559128011990199,0.0563140374688183,0.858855047149646,NA
"Zfp385a",305.484936758826,-0.0179298332703357,0.0537055580760368,0.455810271224144,0.808544442037781
"Itga5",62.9339491453891,0.0197333617647552,0.0578107169937931,0.24875868071383,0.654839186054383
"Gabra2",994.401871700776,0.166677680464871,0.097245632726379,0.00430454831464559,0.105263119899563
"Wdr77",961.803948955773,0.046271878421365,0.0332792605173951,0.0970933253259833,0.451325205614877
"Adora3",26.7261622643094,-0.0199999432360855,0.0589213353151005,0.21439199214481,0.616705304080484
"Atp5pb",6104.70174554885,0.0195807688861269,0.0474021834955574,0.488047569047457,0.82721774208803
"Sox9",1527.99363704367,0.00238481158743876,0.0460671089103634,0.957772358617215,0.99069654231723
"Hnrnpd",563.217580317439,0.0796965285016711,0.0707643856899829,0.0431626363196768,0.312071546926745
"Dynlt1c",29.4619589719479,0.00305130363392892,0.0542429480073514,0.835204088775131,0.954009004605593
"C1d",1094.25311787503,0.026664909427415,0.0521817674913752,0.319421366888356,0.718652465552214
"Gm2a",2000.09092874257,-0.0429394832224835,0.0497783360835687,0.167527058981012,0.560837322541409
"Krit1",635.616576516403,0.0112271383500592,0.045265928490993,0.670333145721257,0.901799144124202
"Clcn4",3783.91912882355,0.00611999710086542,0.0392328563363218,0.884533398467755,0.96949249583706
"Sema4f",693.917952287362,0.00321011057219511,0.0472556633003442,0.939617142849509,0.987330758740064
"Hk2",107.692744443477,0.00513511583356537,0.0535883146270266,0.776825286256879,0.937973897978001
"Myo18a",1709.25969042609,0.014703156283992,0.0496436095489579,0.576028585762508,0.868088357317798
"Sez6",4227.15774014708,0.00211827771814853,0.0465765994273186,0.935997857003684,0.985821455186773
"Haao",13.61154424549,-0.0115634322525467,0.0571620326371839,0.284720996831052,0.689901262958022
"Cd52",175.882790247828,-0.00791555698123519,0.0563918369530318,0.363075296745374,0.753391314325065
"Abhd15",35.184924207582,-0.0112497311868299,0.0523726390927802,0.600070749891436,0.878120282171697
"Hoxb6",0.277063396801367,0.000556907005361247,0.0563221693776814,0.729716295157079,NA
"Loxl3",87.4470800763484,-0.0350800308051698,0.0619229056190577,0.179753243670442,0.576054348698976
"Btn1a1",1.39766615769462,0.00907666143707166,0.0572353087859977,0.0683846714722588,NA
"Kat2b",99.9821076836609,0.0116536674537475,0.0497772328537978,0.644103328798858,0.893143686184637
"Rab5b",3138.29157458401,-0.00986380289768609,0.0418007886553909,0.802297998413683,0.943281660639994
"Cryba1",0.576426125468556,-0.00449380107739708,0.0564088021834887,0.314864418515081,NA
"Dnmt3l",4.02018668211228,-0.0084547117056155,0.0558274104052854,0.477220162320223,0.82133810249671
"Aire",3.40030340186629,-0.00661426350311122,0.0557959478108757,0.537027824527722,NA
"Icosl",95.7195955548338,-0.0294848415273057,0.0619220722367324,0.168837153916381,0.562191929745779
"Spg7",537.069941828673,-0.023983314787643,0.0528408712485692,0.333198385537821,0.730748886451706
"Sult5a1",14.6852512090448,0.00959885726205659,0.0557161257285311,0.611564587455814,0.882328845194302
"Rpl13",6187.23829924562,-0.0109549940498416,0.0507790772304582,0.64396858823761,0.893143686184637
"Chmp1a",2712.48963262178,-0.00933813323867578,0.0373652713474279,0.739245439560526,0.927417005994114
"Rpa1",932.925270952642,-0.0619306299757178,0.0517568383900582,0.073895036183443,0.399475302444681
"Serpinf1",191.321619713681,-0.364794140712337,0.221439412053632,0.00257201770504378,0.0817454077339723
"Tubgcp3",579.870452680557,0.0175346286376772,0.044495900303156,0.542601083773539,0.85532152797947
